id,text,label,cleaned_text,stemmed_text
446,الله يعطيهم العافية خدمتهم ممتاز,positive,الله يعطيهم العافيه خدمتهم ممتاز,الل يعط عفي خدم متز
176,توصيل مو زين وصل متاخر جدا,negative,توصيل مو زين وصل متاخر جدا,وصل مو زين وصل تخر جدا
197,خدمة العملاء خايسة لا يردون,negative,خدمه العملاء خايسه لا يردون,خدم عملاء خيس لا يرد
229,المنتج وصل متاخر والجودة مو زين,negative,المنتج وصل متاخر والجوده مو زين,نتج وصل تخر جود مو زين
360,اسوا تجربة الخدمة فاشل,negative,اسوا تجربه الخدمه فاشل,اسا جرب خدم فشل
76,المكان زفت والنظافة صفر,negative,المكان زفت والنظافه صفر,كان زفت نظف صفر
230,خيبة امل كبيرة الخدمة زفت,negative,خيبه امل كبيره الخدمه زفت,خيب امل كبر خدم زفت
179,المكان خايسة والنظافة صفر,negative,المكان خايسه والنظافه صفر,كان خيس نظف صفر
416,المنتج وصل بسرعة والجودة جميلة,positive,المنتج وصل بسرعه والجوده جميله,نتج وصل سرع جود جمل
412,المنتج خرب بسرعة جودة مو حلو,negative,المنتج خرب بسرعه جوده مو حلو,نتج خرب سرع جود مو حلو
349,زرت المكان امس والحمد لله كان حلو,positive,زرت المكان امس والحمد لله كان حلو,زرت كان امس حمد لله كان حلو
94,الاكل طيب مررررة تمام والسعر معقول,positive,الاكل طيب مره تمام والسعر معقول,اكل طيب مره تمم سعر عقل
70,تعامل راقي وخدمة خرافية,positive,تعامل راقي وخدمه خرافيه,عمل رقي خدم خرف
117,بصراحة المكان ممتاز ما توقعت كذا,positive,بصراحه المكان ممتاز ما توقعت كذا,صرح كان متز ما وقع كذا
92,ااسعاار مباالغ فيهاا واالخدمة تعباان,negative,ااسعاار مباالغ فيهاا واالخدمه تعباان,عار مباالغ فيه واالخدمه تعب
322,ما انصح احد يروح المكان سيئة,negative,ما انصح احد يروح المكان سيئه,ما نصح احد يرح كان سيئ
355,الله يعطيهم العافية خدمتهم قمة,positive,الله يعطيهم العافيه خدمتهم قمه,الل يعط عفي خدم قمه
415,تجربة ردي لن اعود مرة ثانية,negative,تجربه ردي لن اعود مره ثانيه,جرب ردي لن اعد مره ثني
14,خيبة امل كبيرة الخدمة تعبانة,negative,خيبه امل كبيره الخدمه تعبانه,خيب امل كبر خدم تعب
36,اسوا تجربة الخدمة مو زين,negative,اسوا تجربه الخدمه مو زين,اسا جرب خدم مو زين
30,توصيل تعبانة وصل متاخر جدا,negative,توصيل تعبانه وصل متاخر جدا,وصل تعب وصل تخر جدا
298,تاخير كبير والتعامل سيء,negative,تاخير كبير والتعامل سيء,اخر كبر عمل سيء
454,تجربة ممتاز بكل المقاييس,positive,تجربه ممتاز بكل المقاييس,جرب متز بكل مقاييس
324,بصراحة المكان طيبة ما توقعت كذا,positive,بصراحه المكان طيبه ما توقعت كذا,صرح كان طيب ما وقع كذا
266,تعامل راقي جدااا والخدمة قمة,positive,تعامل راقي جدا والخدمه قمه,عمل رقي جدا خدم قمه
410,زرت المكان امس والحمد لله كان حلو,positive,زرت المكان امس والحمد لله كان حلو,زرت كان امس حمد لله كان حلو
435,المنتج وصل متاخر والجودة ماشي,negative,المنتج وصل متاخر والجوده ماشي,نتج وصل تخر جود اشي
370,اول مرة اجرب وطلع تمام جدا,positive,اول مره اجرب وطلع تمام جدا,اول مره جرب طلع تمم جدا
110,المنتج ممتازة نفس الوصف بالضبط,positive,المنتج ممتازه نفس الوصف بالضبط,نتج متز نفس وصف ضبط
491,تاخير كبير والتعامل سيئة,negative,تاخير كبير والتعامل سيئه,اخر كبر عمل سيئ
433,خدمة االعملااء روعة واالتوصيل سريع,positive,خدمه االعملااء روعه واالتوصيل سريع,خدم االعملااء روع واالتوصيل سرع
14,المكان نظيف وجميلة واسعاره مناسبة,positive,المكان نظيف وجميله واسعاره مناسبه,كان نظف جمل سعر نسب
354,اافضل مكاان في االمنطقة االخدمة قمة,positive,اافضل مكاان في االمنطقه االخدمه قمه,فضل مكا في االمنطقه خدم قمه
236,انصحكم فيه المكان رائعة بزاف,positive,انصحكم فيه المكان رائعه بزاف,نصح فيه كان رئع بزف
120,خيبة امل كبيرة الخدمة تعبان,negative,خيبه امل كبيره الخدمه تعبان,خيب امل كبر خدم تعب
411,المنتج حلوة نفس الوصف بالضبط,positive,المنتج حلوه نفس الوصف بالضبط,نتج حله نفس وصف ضبط
127,المكان نظيف وطيبة واسعاره مناسبة,positive,المكان نظيف وطيبه واسعاره مناسبه,كان نظف وطب سعر نسب
291,المنتج وصل بسرعة والجودة ممتازة,positive,المنتج وصل بسرعه والجوده ممتازه,نتج وصل سرع جود متز
192,منتج روعة وانصح الجميع فيه,positive,منتج روعه وانصح الجميع فيه,نتج روع نصح جمع فيه
27,تعامل راقي جدااا والخدمة اسطوري,positive,تعامل راقي جدا والخدمه اسطوري,عمل رقي جدا خدم سطر
277,خدمة العملاء ردية لا يردون,negative,خدمه العملاء رديه لا يردون,خدم عملاء رده لا يرد
79,انصحكم فيه المكان حلو بزاف,positive,انصحكم فيه المكان حلو بزاف,نصح فيه كان حلو بزف
348,المكان ردي والنظافة صفر,negative,المكان ردي والنظافه صفر,كان ردي نظف صفر
62,والله الخدمة سيئة جدا ما انصح,negative,والله الخدمه سيئه جدا ما انصح,ولل خدم سيئ جدا ما نصح
349,توصيل سيء وصل متااخر جداا,negative,توصيل سيء وصل متااخر جداا,وصل سيء وصل ااخر جدا
334,والله الخدمة سيء جدا ما انصح,negative,والله الخدمه سيء جدا ما انصح,ولل خدم سيء جدا ما نصح
148,المكان خايسة والاسعار غالية بزاف,negative,المكان خايسه والاسعار غاليه بزاف,كان خيس سعر غلي بزف
198,خدمة العملاء ردي لا يردون,negative,خدمه العملاء ردي لا يردون,خدم عملاء ردي لا يرد
380,بصراحة المكان ممتاز ما توقعت كذا,positive,بصراحه المكان ممتاز ما توقعت كذا,صرح كان متز ما وقع كذا
484,المكان خايسة والنظافة صفر,negative,المكان خايسه والنظافه صفر,كان خيس نظف صفر
181,تجربة تماام بكل االمقااييس,positive,تجربه تماام بكل االمقااييس,جرب مام بكل االمقااييس
213,تعامل راقي وخدمة طيب,positive,تعامل راقي وخدمه طيب,عمل رقي خدم طيب
470,الاكل سيء والخدمة اسوا,negative,الاكل سيء والخدمه اسوا,اكل سيء خدم اسا
379,بصراحة المكان طيب ما توقعت كذا,positive,بصراحه المكان طيب ما توقعت كذا,صرح كان طيب ما وقع كذا
57,خدمة العملاء ممتازة والتوصيل سريع,positive,خدمه العملاء ممتازه والتوصيل سريع,خدم عملاء متز وصل سرع
105,اول مرة اجرب وطلع خرافي جدا,positive,اول مره اجرب وطلع خرافي جدا,اول مره جرب طلع خرف جدا
472,بصراحة المكان رائع ما توقعت كذا,positive,بصراحه المكان رائع ما توقعت كذا,صرح كان رئع ما وقع كذا
296,الجودة رائعة والسعر ممتاز,positive,الجوده رائعه والسعر ممتاز,جود رئع سعر متز
490,االمنتج وصل متااخر واالجودة خاايسة,negative,االمنتج وصل متااخر واالجوده خاايسه,نتج وصل ااخر واالجوده خايس
217,الاكل ردي والخدمة اسوا,negative,الاكل ردي والخدمه اسوا,اكل ردي خدم اسا
203,خدمة العملاء رائع والتوصيل سريع,positive,خدمه العملاء رائع والتوصيل سريع,خدم عملاء رئع وصل سرع
98,بصراحة المكان جميلة ما توقعت كذا,positive,بصراحه المكان جميله ما توقعت كذا,صرح كان جمل ما وقع كذا
314,خيبة امل كبيرة الخدمة مو حلو,negative,خيبه امل كبيره الخدمه مو حلو,خيب امل كبر خدم مو حلو
378,تااخير كبير واالتعاامل سيئة,negative,تااخير كبير واالتعاامل سيئه,اخر كبر واالتعاامل سيئ
284,افضل مكان في المنطقة الخدمة اسطوري,positive,افضل مكان في المنطقه الخدمه اسطوري,فضل كان في طقه خدم سطر
366,الاكل رائع والخدمة احسن,positive,الاكل رائع والخدمه احسن,اكل رئع خدم احس
317,االمنتج مو حلو ماا يستااهل فلوسه,negative,االمنتج مو حلو ماا يستااهل فلوسه,نتج مو حلو ماا اهل فلس
196,لا انصح ابدا الخدمة فاشلة,negative,لا انصح ابدا الخدمه فاشله,لا نصح ابد خدم فشل
394,الاكل طيب مررررة رائع والسعر معقول,positive,الاكل طيب مره رائع والسعر معقول,اكل طيب مره رئع سعر عقل
111,تعامل راقي جدااا والخدمة حلو,positive,تعامل راقي جدا والخدمه حلو,عمل رقي جدا خدم حلو
466,المنتج وصل متاخر والجودة مو زين,negative,المنتج وصل متاخر والجوده مو زين,نتج وصل تخر جود مو زين
414,اسوا تجربة الخدمة ردي,negative,اسوا تجربه الخدمه ردي,اسا جرب خدم ردي
103,اسوا تجربة الخدمة تعبان,negative,اسوا تجربه الخدمه تعبان,اسا جرب خدم تعب
446,المكان فاشل والاسعار غالية بزاف,negative,المكان فاشل والاسعار غاليه بزاف,كان فشل سعر غلي بزف
224,المنتج خرب بسرعة جودة مو زين,negative,المنتج خرب بسرعه جوده مو زين,نتج خرب سرع جود مو زين
426,المنتج فاشل غير الصور,negative,المنتج فاشل غير الصور,نتج فشل غير صور
267,والله المكان ممتاز ما تنلقى زيه في صنعاء,positive,والله المكان ممتاز ما تنلقي زيه في صنعاء,ولل كان متز ما نلق زيه في صنعاء
163,المنتج تمام نفس الوصف بالضبط,positive,المنتج تمام نفس الوصف بالضبط,نتج تمم نفس وصف ضبط
154,ااول مرة ااجرب وطلع قمة جداا,positive,ااول مره ااجرب وطلع قمه جداا,اول مره جرب طلع قمه جدا
99,اانصحكم فيه االمكاان جميلة بزااف,positive,اانصحكم فيه االمكاان جميله بزااف,نصح فيه الم جمل زاف
106,خدمة العملاء حلو والتوصيل سريع,positive,خدمه العملاء حلو والتوصيل سريع,خدم عملاء حلو وصل سرع
202,المنتج خايس ما يستاهل فلوسه,negative,المنتج خايس ما يستاهل فلوسه,نتج خيس ما تهل فلس
248,والله الخدمة زفت جدا ما انصح,negative,والله الخدمه زفت جدا ما انصح,ولل خدم زفت جدا ما نصح
226,الاكل طيب مررررة جميلة والسعر معقول,positive,الاكل طيب مره جميله والسعر معقول,اكل طيب مره جمل سعر عقل
393,الاكل رائع والخدمة احسن,positive,الاكل رائع والخدمه احسن,اكل رئع خدم احس
174,خدمة العملاء ماشي لا يردون,negative,خدمه العملاء ماشي لا يردون,خدم عملاء اشي لا يرد
342,الجودة رائعة والسعر ممتاز,positive,الجوده رائعه والسعر ممتاز,جود رئع سعر متز
309,خدمة العملاء زفت لا يردون,negative,خدمه العملاء زفت لا يردون,خدم عملاء زفت لا يرد
365,بصراحة المكان حلو ما توقعت كذا,positive,بصراحه المكان حلو ما توقعت كذا,صرح كان حلو ما وقع كذا
61,الاكل ممتاز والخدمة احسن,positive,الاكل ممتاز والخدمه احسن,اكل متز خدم احس
374,المكان خايس والاسعار غالية بزاف,negative,المكان خايس والاسعار غاليه بزاف,كان خيس سعر غلي بزف
122,تجربة جميلة بكل االمقااييس,positive,تجربه جميله بكل االمقااييس,جرب جمل بكل االمقااييس
86,المنتج تعبان ما يستاهل فلوسه,negative,المنتج تعبان ما يستاهل فلوسه,نتج تعب ما تهل فلس
232,جودة فاشلة والسعر مرتفع,negative,جوده فاشله والسعر مرتفع,جود فشل سعر رفع
132,ماا شااء االله االخدمة جميلة واالطااقم محترم جداا,positive,ماا شااء االله االخدمه جميله واالطااقم محترم جداا,ماا شاء الل خدم جمل واالطااقم حرم جدا
247,للااسف االتعاامل فااشلة جداا,negative,للااسف االتعاامل فااشله جداا,اسف االتعاامل اشل جدا
383,المنتج حلو نفس الوصف بالضبط,positive,المنتج حلو نفس الوصف بالضبط,نتج حلو نفس وصف ضبط
424,اول مرة اجرب وطلع روعة جدا,positive,اول مره اجرب وطلع روعه جدا,اول مره جرب طلع روع جدا
218,الجودة خرافية والسعر ممتاز,positive,الجوده خرافيه والسعر ممتاز,جود خرف سعر متز
118,خيبة امل كبيرة الخدمة ماشي,negative,خيبه امل كبيره الخدمه ماشي,خيب امل كبر خدم اشي
136,للاسف التعامل خايسة جدا,negative,للاسف التعامل خايسه جدا,اسف عمل خيس جدا
396,والله المكان قمة ما تنلقى زيه في صنعاء,positive,والله المكان قمه ما تنلقي زيه في صنعاء,ولل كان قمه ما نلق زيه في صنعاء
319,الله يعطيهم العافية خدمتهم حلو,positive,الله يعطيهم العافيه خدمتهم حلو,الل يعط عفي خدم حلو
259,المكان مو زين والنظافة صفر,negative,المكان مو زين والنظافه صفر,كان مو زين نظف صفر
476,اسوا تجربة الخدمة سيئة,negative,اسوا تجربه الخدمه سيئه,اسا جرب خدم سيئ
53,ما شاء الله الخدمة رائع والطاقم محترم جدا,positive,ما شاء الله الخدمه رائع والطاقم محترم جدا,ما شاء الل خدم رئع طقم حرم جدا
45,الجودة تمام والسعر ممتاز,positive,الجوده تمام والسعر ممتاز,جود تمم سعر متز
58,الله يعطيهم العافية خدمتهم خرافي,positive,الله يعطيهم العافيه خدمتهم خرافي,الل يعط عفي خدم خرف
233,للاسف التعامل خايسة جدا,negative,للاسف التعامل خايسه جدا,اسف عمل خيس جدا
322,تعامل راقي وخدمة ممتازة,positive,تعامل راقي وخدمه ممتازه,عمل رقي خدم متز
59,ما عندي كلام اقوله غير روعة,positive,ما عندي كلام اقوله غير روعه,ما عند كلم اقل غير روع
101,الله يعطيهم العافية خدمتهم روعة,positive,الله يعطيهم العافيه خدمتهم روعه,الل يعط عفي خدم روع
153,المكان فاشلة والنظافة صفر,negative,المكان فاشله والنظافه صفر,كان فشل نظف صفر
17,توصيل خايسة وصل متاخر جدا,negative,توصيل خايسه وصل متاخر جدا,وصل خيس وصل تخر جدا
290,اسوا تجربة الخدمة فاشل,negative,اسوا تجربه الخدمه فاشل,اسا جرب خدم فشل
291,المنتج خرب بسرعة جودة تعبان,negative,المنتج خرب بسرعه جوده تعبان,نتج خرب سرع جود تعب
21,المكان نظيف وطيب واسعاره مناسبة,positive,المكان نظيف وطيب واسعاره مناسبه,كان نظف وطب سعر نسب
264,تعامل سيء ما يحترمون الزبون,negative,تعامل سيء ما يحترمون الزبون,عمل سيء ما حرم زبن
484,المنتج وصل بسرعة والجودة حلوة,positive,المنتج وصل بسرعه والجوده حلوه,نتج وصل سرع جود حله
144,المنتج خرب بسرعة جودة ردي,negative,المنتج خرب بسرعه جوده ردي,نتج خرب سرع جود ردي
168,المكان نظيف وجميل واسعاره مناسبة,positive,المكان نظيف وجميل واسعاره مناسبه,كان نظف جمل سعر نسب
73,جودة فاشل والسعر مرتفع,negative,جوده فاشل والسعر مرتفع,جود فشل سعر رفع
256,لا انصح ابدا الخدمة زفت,negative,لا انصح ابدا الخدمه زفت,لا نصح ابد خدم زفت
28,خيبة امل كبيرة الخدمة سيئة,negative,خيبه امل كبيره الخدمه سيئه,خيب امل كبر خدم سيئ
215,زرت االمكاان اامس واالحمد لله كاان راائعة,positive,زرت االمكاان اامس واالحمد لله كاان راائعه,زرت الم امس حمد لله كان راع
363,تعامل راقي جدااا والخدمة رائع,positive,تعامل راقي جدا والخدمه رائع,عمل رقي جدا خدم رئع
118,واالله االمكاان حلو ماا تنلقى زيه في صنعااء,positive,واالله االمكاان حلو ماا تنلقي زيه في صنعااء,الل الم حلو ماا نلق زيه في صنعااء
158,الجودة خرافية والسعر ممتاز,positive,الجوده خرافيه والسعر ممتاز,جود خرف سعر متز
16,تجربة ردي لن اعود مرة ثانية,negative,تجربه ردي لن اعود مره ثانيه,جرب ردي لن اعد مره ثني
449,والله المكان ممتاز ما تنلقى زيه في صنعاء,positive,والله المكان ممتاز ما تنلقي زيه في صنعاء,ولل كان متز ما نلق زيه في صنعاء
368,المنتج خايسة غير الصور,negative,المنتج خايسه غير الصور,نتج خيس غير صور
400,ما شاء الله الخدمة رائعة والطاقم محترم جدا,positive,ما شاء الله الخدمه رائعه والطاقم محترم جدا,ما شاء الل خدم رئع طقم حرم جدا
295,الله يعطيهم العافية خدمتهم جميلة,positive,الله يعطيهم العافيه خدمتهم جميله,الل يعط عفي خدم جمل
128,االمنتج حلوة نفس االوصف باالضبط,positive,االمنتج حلوه نفس االوصف باالضبط,نتج حله نفس وصف ضبط
429,تجربة ماشي لن اعود مرة ثانية,negative,تجربه ماشي لن اعود مره ثانيه,جرب اشي لن اعد مره ثني
274,اسوا تجربة الخدمة فاشل,negative,اسوا تجربه الخدمه فاشل,اسا جرب خدم فشل
91,الاكل طيبة والخدمة احسن,positive,الاكل طيبه والخدمه احسن,اكل طيب خدم احس
106,ما انصح احد يروح المكان مو زين,negative,ما انصح احد يروح المكان مو زين,ما نصح احد يرح كان مو زين
45,والله الخدمة ماشي جدا ما انصح,negative,والله الخدمه ماشي جدا ما انصح,ولل خدم اشي جدا ما نصح
96,انصحكم فيه المكان اسطوري بزاف,positive,انصحكم فيه المكان اسطوري بزاف,نصح فيه كان سطر بزف
221,ما انصح احد يروح المكان ماشي,negative,ما انصح احد يروح المكان ماشي,ما نصح احد يرح كان اشي
463,اسوا تجربة الخدمة فاشلة,negative,اسوا تجربه الخدمه فاشله,اسا جرب خدم فشل
46,زرت المكان امس والحمد لله كان حلو,positive,زرت المكان امس والحمد لله كان حلو,زرت كان امس حمد لله كان حلو
464,اسعار مبالغ فيها والخدمة سيئة,negative,اسعار مبالغ فيها والخدمه سيئه,سعر بلغ فيه خدم سيئ
188,ما انصح احد يروح المكان خايس,negative,ما انصح احد يروح المكان خايس,ما نصح احد يرح كان خيس
52,المنتج وصل متاخر والجودة مو حلو,negative,المنتج وصل متاخر والجوده مو حلو,نتج وصل تخر جود مو حلو
283,المنتج تمام نفس الوصف بالضبط,positive,المنتج تمام نفس الوصف بالضبط,نتج تمم نفس وصف ضبط
250,المنتج وصل متاخر والجودة خايس,negative,المنتج وصل متاخر والجوده خايس,نتج وصل تخر جود خيس
302,تجربة خايس لن اعود مرة ثانية,negative,تجربه خايس لن اعود مره ثانيه,جرب خيس لن اعد مره ثني
39,ماا عندي كلاام ااقوله غير قمة,positive,ماا عندي كلاام ااقوله غير قمه,ماا عند كلام اقل غير قمه
20,منتج روعة وانصح الجميع فيه,positive,منتج روعه وانصح الجميع فيه,نتج روع نصح جمع فيه
386,ماا اانصح ااحد يروح االمكاان تعباان,negative,ماا اانصح ااحد يروح االمكاان تعباان,ماا نصح احد يرح الم تعب
497,تاخير كبير والتعامل ردي,negative,تاخير كبير والتعامل ردي,اخر كبر عمل ردي
209,تعامل مو حلو ما يحترمون الزبون,negative,تعامل مو حلو ما يحترمون الزبون,عمل مو حلو ما حرم زبن
80,خدمة العملاء طيب والتوصيل سريع,positive,خدمه العملاء طيب والتوصيل سريع,خدم عملاء طيب وصل سرع
130,تجربة طيبة بكل المقاييس,positive,تجربه طيبه بكل المقاييس,جرب طيب بكل مقاييس
442,المنتج وصل متاخر والجودة تعبان,negative,المنتج وصل متاخر والجوده تعبان,نتج وصل تخر جود تعب
142,تعاامل رااقي وخدمة روعة,positive,تعاامل رااقي وخدمه روعه,عامل راق خدم روع
408,خيبة امل كبيرة الخدمة ردي,negative,خيبه امل كبيره الخدمه ردي,خيب امل كبر خدم ردي
419,الجودة اسطوري والسعر ممتاز,positive,الجوده اسطوري والسعر ممتاز,جود سطر سعر متز
74,واالله االخدمة خاايس جداا ماا اانصح,negative,واالله االخدمه خاايس جداا ماا اانصح,الل خدم خايس جدا ماا نصح
364,والله المكان قمة ما تنلقى زيه في صنعاء,positive,والله المكان قمه ما تنلقي زيه في صنعاء,ولل كان قمه ما نلق زيه في صنعاء
292,تعامل راقي جدااا والخدمة اسطوري,positive,تعامل راقي جدا والخدمه اسطوري,عمل رقي جدا خدم سطر
246,الله يعطيهم العافية خدمتهم حلوة,positive,الله يعطيهم العافيه خدمتهم حلوه,الل يعط عفي خدم حله
70,ماا اانصح ااحد يروح االمكاان خاايسة,negative,ماا اانصح ااحد يروح االمكاان خاايسه,ماا نصح احد يرح الم خايس
493,تعامل راقي جدااا والخدمة قمة,positive,تعامل راقي جدا والخدمه قمه,عمل رقي جدا خدم قمه
155,خدمة االعملااء حلوة واالتوصيل سريع,positive,خدمه االعملااء حلوه واالتوصيل سريع,خدم االعملااء حله واالتوصيل سرع
199,منتج رائعة وانصح الجميع فيه,positive,منتج رائعه وانصح الجميع فيه,نتج رئع نصح جمع فيه
387,المكان مو زين والنظافة صفر,negative,المكان مو زين والنظافه صفر,كان مو زين نظف صفر
406,تعامل فاشل ما يحترمون الزبون,negative,تعامل فاشل ما يحترمون الزبون,عمل فشل ما حرم زبن
262,اافضل مكاان في االمنطقة االخدمة تماام,positive,اافضل مكاان في االمنطقه االخدمه تماام,فضل مكا في االمنطقه خدم مام
162,تجربة مو حلو لن اعود مرة ثانية,negative,تجربه مو حلو لن اعود مره ثانيه,جرب مو حلو لن اعد مره ثني
90,خدمة العملاء ردي لا يردون,negative,خدمه العملاء ردي لا يردون,خدم عملاء ردي لا يرد
318,ماا اانصح ااحد يروح االمكاان مو زين,negative,ماا اانصح ااحد يروح االمكاان مو زين,ماا نصح احد يرح الم مو زين
18,اول مرة اجرب وطلع ممتاز جدا,positive,اول مره اجرب وطلع ممتاز جدا,اول مره جرب طلع متز جدا
172,الاكل تعبانة والخدمة اسوا,negative,الاكل تعبانه والخدمه اسوا,اكل تعب خدم اسا
182,تجربة ممتاز بكل المقاييس,positive,تجربه ممتاز بكل المقاييس,جرب متز بكل مقاييس
20,خدمة العملاء تعبان لا يردون,negative,خدمه العملاء تعبان لا يردون,خدم عملاء تعب لا يرد
301,تجربة ممتاز بكل المقاييس,positive,تجربه ممتاز بكل المقاييس,جرب متز بكل مقاييس
226,االمنتج خرب بسرعة جودة ردية,negative,االمنتج خرب بسرعه جوده رديه,نتج خرب سرع جود رده
382,االااكل سيئة واالخدمة ااسواا,negative,االااكل سيئه واالخدمه ااسواا,اكل سيئ واالخدمه اسا
160,تاخير كبير والتعامل تعبان,negative,تاخير كبير والتعامل تعبان,اخر كبر عمل تعب
276,الاكل فاشل والخدمة اسوا,negative,الاكل فاشل والخدمه اسوا,اكل فشل خدم اسا
452,المنتج تمام نفس الوصف بالضبط,positive,المنتج تمام نفس الوصف بالضبط,نتج تمم نفس وصف ضبط
472,والله الخدمة ردية جدا ما انصح,negative,والله الخدمه رديه جدا ما انصح,ولل خدم رده جدا ما نصح
307,خدمة العملاء ماشي لا يردون,negative,خدمه العملاء ماشي لا يردون,خدم عملاء اشي لا يرد
445,منتج تماام واانصح االجميع فيه,positive,منتج تماام واانصح االجميع فيه,نتج مام نصح جمع فيه
447,انصحكم فيه المكان رائع بزاف,positive,انصحكم فيه المكان رائع بزاف,نصح فيه كان رئع بزف
141,المنتج خرب بسرعة جودة ردي,negative,المنتج خرب بسرعه جوده ردي,نتج خرب سرع جود ردي
391,اول مرة اجرب وطلع ممتاز جدا,positive,اول مره اجرب وطلع ممتاز جدا,اول مره جرب طلع متز جدا
219,تعامل راقي جدااا والخدمة قمة,positive,تعامل راقي جدا والخدمه قمه,عمل رقي جدا خدم قمه
137,منتج جميلة وانصح الجميع فيه,positive,منتج جميله وانصح الجميع فيه,نتج جمل نصح جمع فيه
353,االمكاان مو حلو واالنظاافة صفر,negative,االمكاان مو حلو واالنظاافه صفر,الم مو حلو واالنظاافه صفر
287,المنتج خرب بسرعة جودة ماشي,negative,المنتج خرب بسرعه جوده ماشي,نتج خرب سرع جود اشي
147,اسعار مبالغ فيها والخدمة فاشل,negative,اسعار مبالغ فيها والخدمه فاشل,سعر بلغ فيه خدم فشل
475,تاخير كبير والتعامل ماشي,negative,تاخير كبير والتعامل ماشي,اخر كبر عمل اشي
307,ما عندي كلام اقوله غير حلوة,positive,ما عندي كلام اقوله غير حلوه,ما عند كلم اقل غير حله
346,لاا اانصح اابداا االخدمة مو حلو,negative,لاا اانصح اابداا االخدمه مو حلو,لاا نصح ابد خدم مو حلو
461,المنتج وصل بسرعة والجودة خرافي,positive,المنتج وصل بسرعه والجوده خرافي,نتج وصل سرع جود خرف
464,الله يعطيهم العافية خدمتهم تمام,positive,الله يعطيهم العافيه خدمتهم تمام,الل يعط عفي خدم تمم
243,لا انصح ابدا الخدمة سيء,negative,لا انصح ابدا الخدمه سيء,لا نصح ابد خدم سيء
341,الاكل طيب مررررة قمة والسعر معقول,positive,الاكل طيب مره قمه والسعر معقول,اكل طيب مره قمه سعر عقل
442,منتج حلوة وانصح الجميع فيه,positive,منتج حلوه وانصح الجميع فيه,نتج حله نصح جمع فيه
321,تجربة حلوة بكل المقاييس,positive,تجربه حلوه بكل المقاييس,جرب حله بكل مقاييس
401,والله الخدمة زفت جدا ما انصح,negative,والله الخدمه زفت جدا ما انصح,ولل خدم زفت جدا ما نصح
496,المكان سيء والاسعار غالية بزاف,negative,المكان سيء والاسعار غاليه بزاف,كان سيء سعر غلي بزف
192,المنتج سيء ما يستاهل فلوسه,negative,المنتج سيء ما يستاهل فلوسه,نتج سيء ما تهل فلس
242,المنتج فاشلة غير الصور,negative,المنتج فاشله غير الصور,نتج فشل غير صور
429,زرت المكان امس والحمد لله كان قمة,positive,زرت المكان امس والحمد لله كان قمه,زرت كان امس حمد لله كان قمه
234,والله المكان خرافي ما تنلقى زيه في صنعاء,positive,والله المكان خرافي ما تنلقي زيه في صنعاء,ولل كان خرف ما نلق زيه في صنعاء
277,منتج طيب وانصح الجميع فيه,positive,منتج طيب وانصح الجميع فيه,نتج طيب نصح جمع فيه
160,ما عندي كلام اقوله غير رائعة,positive,ما عندي كلام اقوله غير رائعه,ما عند كلم اقل غير رئع
375,خيبة امل كبيرة الخدمة سيء,negative,خيبه امل كبيره الخدمه سيء,خيب امل كبر خدم سيء
270,االجودة طيب واالسعر ممتااز,positive,االجوده طيب واالسعر ممتااز,لجد طيب سعر ممتااز
420,خدمة العملاء مو حلو لا يردون,negative,خدمه العملاء مو حلو لا يردون,خدم عملاء مو حلو لا يرد
392,ماا اانصح ااحد يروح االمكاان سيء,negative,ماا اانصح ااحد يروح االمكاان سيء,ماا نصح احد يرح الم سيء
146,الاكل جميلة والخدمة احسن,positive,الاكل جميله والخدمه احسن,اكل جمل خدم احس
271,المكان مو حلو والاسعار غالية بزاف,negative,المكان مو حلو والاسعار غاليه بزاف,كان مو حلو سعر غلي بزف
217,تجربة ممتاز بكل المقاييس,positive,تجربه ممتاز بكل المقاييس,جرب متز بكل مقاييس
289,المنتج خرب بسرعة جودة مو زين,negative,المنتج خرب بسرعه جوده مو زين,نتج خرب سرع جود مو زين
370,والله الخدمة تعبان جدا ما انصح,negative,والله الخدمه تعبان جدا ما انصح,ولل خدم تعب جدا ما نصح
456,والله المكان رائعة ما تنلقى زيه في صنعاء,positive,والله المكان رائعه ما تنلقي زيه في صنعاء,ولل كان رئع ما نلق زيه في صنعاء
212,والله المكان جميلة ما تنلقى زيه في صنعاء,positive,والله المكان جميله ما تنلقي زيه في صنعاء,ولل كان جمل ما نلق زيه في صنعاء
211,المكان نظيف وخرافية واسعاره مناسبة,positive,المكان نظيف وخرافيه واسعاره مناسبه,كان نظف خرف سعر نسب
173,منتج ممتااز واانصح االجميع فيه,positive,منتج ممتااز واانصح االجميع فيه,نتج ممتااز نصح جمع فيه
236,المكان مو حلو والنظافة صفر,negative,المكان مو حلو والنظافه صفر,كان مو حلو نظف صفر
376,المكان زفت والاسعار غالية بزاف,negative,المكان زفت والاسعار غاليه بزاف,كان زفت سعر غلي بزف
354,المنتج ردية ما يستاهل فلوسه,negative,المنتج رديه ما يستاهل فلوسه,نتج رده ما تهل فلس
176,انصحكم فيه المكان اسطوري بزاف,positive,انصحكم فيه المكان اسطوري بزاف,نصح فيه كان سطر بزف
230,الجودة حلو والسعر ممتاز,positive,الجوده حلو والسعر ممتاز,جود حلو سعر متز
